source,targets,category
"Dearly beloved, avenge not yourselves, but rather give place unto wrath: for it is written, Vengeance is mine; I will repay, saith the Lord.","زیراجرات نمی کنم که سخنی بگویم جز در آن اموری که مسیح بواسطه من به عمل آورد، برای اطاعت امت‌ها در قول و فعل،",bible
"Now then, for that (reason), call (them to the Faith), and stand steadfast as thou art commanded, nor follow thou their vain desires; but say: ""I believe in the Book which Allah has sent down; and I am commanded to judge justly between you. Allah is our Lord and your Lord: for us (is the responsibility for) our deeds, and for you for your deeds. There is no contention between us and you. Allah will bring us together, and to Him is (our) Final Goal.","پس آنان را [به سوی همان آیینی که به تو وحی شده] دعوت کن، و همان گونه که مأموری [بر این دعوت] استقامت کن، و از هواهای نفسانی آنان پیروی مکن و بگو: به هر کتابی که خدا نازل کرده، ایمان آوردم، و مأمورم که در میان شما به عدالت رفتار کنم؛ خدا پروردگار ما و شماست؛ اعمال ما برای خود ما و اعمال شما برای خود شماست؛ دیگر میان ما و شما [پس از روشن شدن حقایق] هیچ حجت و برهانی نیست؛ خدا ما و شما را [در عرصه قیامت] جمع می‌کند، و بازگشت [همه] به سوی اوست.",quran
"Fine, Kate. I have some news I thought you'd better be aware of. What's that?",خوبم کیت خبری دارم که فکر کردم بد نباشد تو هم از ان مطلع باشی چه خبری؟,mizan
Fog hid the house now.,اکنون مه خانه را پنهان کرده بود.,mizan
"To perform the mercy promised to our fathers, and to remember his holy covenant;","بلکه چون گمان می‌بردند که او در قافله است، سفریکروزه کردند و او را در میان خویشان وآشنایان خود می‌جستند.",bible
"In the fifteenth year of Amaziah the son of Joash king of Judah Jeroboam the son of Joash king of Israel began to reign in Samaria, and reigned forty and one years.","و آنچه در نظر خداوندناپسند بود، به نحوی که پدرانش می‌کردند، به عمل آورد و از گناهان یربعام بن نباط که اسرائیل را مرتکب گناه ساخته بود، اجتناب ننمود.",bible
"And if ye are in doubt as to what We have revealed from time to time to Our servant, then produce a Sura like thereunto; and call your witnesses or helpers (If there are any) besides Allah, if your (doubts) are true.","و اگر در آنچه ما بر بنده خود] محمد (صلی الله علیه وآله)] نازل کرده‌ایم، شک دارید [که وحی الهی است یا ساخته بشر] پس سوره‌ای مانند آن رابیاورید، و [برای این کار] غیر از خدا، شاهدان و گواهان خود را [از فصحا و بلغای بزرگ عرب به یاری] فرا خوانید، اگر [در گفتار خود که این قرآن ساخته بشر است نه وحی الهی [راستگویید.",quran
"And he gathered an host, and smote the Amalekites, and delivered Israel out of the hands of them that spoiled them.","وشاول عمالقه را از حویله تا شور که در برابر مصراست، شکست داد.",bible
"Praising God, and having favour with all the people. And the Lord added to the church daily such as should be saved.","به دراز کردن دست خود، بجهت شفادادن و جاری کردن آیات و معجزات به نام بنده قدوس خود عیسی.»",bible
Who will inherit Paradise: they will dwell therein (for ever).,وارثانی که [از روی شایستگی] بهشت فردوس را به میراث می‌برند [و] در آن جاودانه‌اند.,quran
"He said: ""Give me respite till the day they are raised up.""","گفت: مرا تا روزی که [مردگان] برانگیخته شوند، مهلت ده.",quran
"unless, of course, you are yourselves desirous of getting into communication with him.",البته در صورتی که خودتان مایل به ایجاد روابطی با او نباشید.,mizan
We er,ما …,mizan
Would you be interested in that?,آیا شما طالب آن هستید؟,mizan
"So announce to them a Penalty Grievous,",پس آنان را به عذابی دردناک بشارت ده. ….,quran
"Can ye (o ye men of Faith) entertain the hope that they will believe in you?- Seeing that a party of them heard the Word of Allah, and perverted it knowingly after they understood it.","آیا [شما مردم مؤمن] امید دارید که [آن سخت دلان] به [دین] شما ایمان بیاورند؟! در حالی که گروهی از آنان کلام خدا را همواره می‌شنیدند، سپس بعد از آنکه [معنا و مفهومش را] درک می‌کردند، [به سبب دنیاطلبی و امور مادی] به دلخواه خود تغییرش می‌دادند، در صورتی که می‌دانستند [به کلام خدا و به مردم جویای حق خیانت می‌کنند].",quran
"Allah had helped you at Badr, when ye were a contemptible little force; then fear Allah; thus May ye show your gratitude.","و بی تردید خدا در [جنگ] بدر شما را یاری داد، در حالی که [از نظر ساز و برگ جنگی و شمار نفرات نسبت به دشمن] ناتوان بودید؛ بنابراین از خدا پروا کنید، باشد که سپاس گزاری نمایید.",quran
stretched his neck to hear who they were.,سر پیش برد تا پاسخ این سؤال را بشنود.,mizan
"Ye are never able to be fair and just as between women, even if it is your ardent desire: But turn not away (from a woman) altogether, so as to leave her (as it were) hanging (in the air). If ye come to a friendly understanding, and practise self-restraint, Allah is Oft-forgiving, Most Merciful.","و شما هر چند حریص [بر عدالت] باشید، هرگز نمی‌توانید [از نظر علاقه و میل قلبی] میان زن‌ها [یی که در عقد خود دارید] عدالت ورزید، پس تمایل خود را به طور کامل متوجه یک طرف ننمایید تا دیگری را به صورت زنی سرگردان و بلاتکلیف رها کنید. و اگر توافق و سازش نمایید و تقوا را [در محیط خانواده] رعایت کنید [مورد آمرزش قرار می‌گیرید]؛ زیرا خدا همواره بسیار آمرزنده و مهربان است.",quran
